"","Influencer","Frequency","Percentage"
"1","rachelbotsman",283,60.3411513859275
"2","roorogers",122,26.0127931769723
"3","jeremiahowyang",33,7.0362473347548
"4","janelleorsi",16,3.41151385927505
"5","laurenanderson",6,1.27931769722815
"6","sarahorowitz",4,0.852878464818763
"7","michelbauwens",2,0.426439232409382
"8","julietschor",1,0.213219616204691
"9","markscott",1,0.213219616204691
"10","mikeisaac",1,0.213219616204691
