"","Company","Frequency","Percentage"
"1","via",207,16.5998396150762
"2","airbnb",183,14.6752205292702
"3","zipcar",119,9.54290296712109
"4","uber",62,4.971932638332
"5","taskrabbit",52,4.17000801924619
"6","couchsurfing",42,3.36808340016038
"7","relayrides",40,3.20769847634322
"8","getaround",38,3.04731355252606
"9","gone",34,2.72654370489174
"10","craigslist",32,2.56615878107458
"11","thredup",30,2.40577385725742
"12","twice",27,2.16519647153168
"13","kickstarter",26,2.0850040096231
"14","etsy",22,1.76423416198877
"15","zopa",17,1.36327185244587
"16","skillshare",14,1.12269446672013
"17","bixi",12,0.962309542902967
"18","circle",12,0.962309542902967
"19","lyft",12,0.962309542902967
"20","airtasker",11,0.882117080994387
"21","prosper",11,0.882117080994387
"22","whipcar",10,0.801924619085806
"23","button",9,0.721732157177225
"24","homejoy",9,0.721732157177225
"25","instacart",9,0.721732157177225
"26","loosecubes",9,0.721732157177225
"27","vayable",9,0.721732157177225
"28","chegg",7,0.561347233360064
"29","favor",7,0.561347233360064
"30","gidsy",7,0.561347233360064
"31","kiva",7,0.561347233360064
"32","liquidspace",7,0.561347233360064
"33","postmates",7,0.561347233360064
"34","blablacar",6,0.481154771451484
"35","gocarshare",6,0.481154771451484
"36","leap",6,0.481154771451484
"37","trustcloud",6,0.481154771451484
"38","zookal",6,0.481154771451484
"39","99designs",5,0.400962309542903
"40","artsy",5,0.400962309542903
"41","indiegogo",5,0.400962309542903
"42","artsicle",4,0.320769847634322
"43","grubwithus",4,0.320769847634322
"44","homeaway",4,0.320769847634322
"45","munchery",4,0.320769847634322
"46","quirky",4,0.320769847634322
"47","storefront",4,0.320769847634322
"48","wallapop",4,0.320769847634322
"49","zaarly",4,0.320769847634322
"50","cherry",3,0.240577385725742
"51","coursera",3,0.240577385725742
"52","gobble",3,0.240577385725742
"53","lendingclub",3,0.240577385725742
"54","roomorama",3,0.240577385725742
"55","sidecar",3,0.240577385725742
"56","thumbtack",3,0.240577385725742
"57","vint",3,0.240577385725742
"58","alfred",2,0.160384923817161
"59","breather",2,0.160384923817161
"60","crowdcube",2,0.160384923817161
"61","crowdflower",2,0.160384923817161
"62","crowdfunder",2,0.160384923817161
"63","fiverr",2,0.160384923817161
"64","getable",2,0.160384923817161
"65","lovehomeswap",2,0.160384923817161
"66","shyp",2,0.160384923817161
"67","sidetour",2,0.160384923817161
"68","sprig",2,0.160384923817161
"69","upstart",2,0.160384923817161
"70","wonolo",2,0.160384923817161
"71","yourmechanic",2,0.160384923817161
"72","zirtual",2,0.160384923817161
"73","blender",1,0.0801924619085806
"74","bookrenter",1,0.0801924619085806
"75","campusbookrentals",1,0.0801924619085806
"76","feastly",1,0.0801924619085806
"77","grabtaxi",1,0.0801924619085806
"78","jayride",1,0.0801924619085806
"79","kaggle",1,0.0801924619085806
"80","ola",1,0.0801924619085806
"81","spoonrocket",1,0.0801924619085806
"82","tongal",1,0.0801924619085806
"83","turningart",1,0.0801924619085806
"84","udemy",1,0.0801924619085806
"85","washio",1,0.0801924619085806
"86","wegolook",1,0.0801924619085806
"87","wework",1,0.0801924619085806
"88","zeel",1,0.0801924619085806
