"","Influencer","Frequency","Percentage"
"1","jeremiahowyang",42,75
"2","sarahorowitz",6,10.7142857142857
"3","rachelbotsman",3,5.35714285714286
"4","laurenanderson",2,3.57142857142857
"5","adamthierer",1,1.78571428571429
"6","janelleorsi",1,1.78571428571429
"7","roorogers",1,1.78571428571429
