"","Company","Frequency","Percentage"
"1","uber",1430,38.9115646258503
"2","airbnb",775,21.0884353741497
"3","lyft",505,13.7414965986395
"4","via",117,3.18367346938776
"5","bixi",82,2.2312925170068
"6","zipcar",71,1.93197278911565
"7","blablacar",63,1.71428571428571
"8","sidecar",54,1.46938775510204
"9","taskrabbit",46,1.25170068027211
"10","rover",34,0.925170068027211
"11","hailo",30,0.816326530612245
"12","udemy",30,0.816326530612245
"13","gone",28,0.761904761904762
"14","relayrides",23,0.625850340136054
"15","kickstarter",21,0.571428571428571
"16","twice",19,0.517006802721088
"17","button",17,0.462585034013605
"18","flightcar",16,0.435374149659864
"19","helparound",14,0.380952380952381
"20","icarsclub",14,0.380952380952381
"21","etsy",13,0.353741496598639
"22","craigslist",11,0.299319727891156
"23","instacart",11,0.299319727891156
"24","airtasker",10,0.272108843537415
"25","boxbee",10,0.272108843537415
"26","couchsurfing",10,0.272108843537415
"27","favor",10,0.272108843537415
"28","justpark",10,0.272108843537415
"29","kanga",10,0.272108843537415
"30","kozaza",10,0.272108843537415
"31","poshmark",10,0.272108843537415
"32","circle",8,0.217687074829932
"33","indiegogo",8,0.217687074829932
"34","liquidspace",8,0.217687074829932
"35","prosper",8,0.217687074829932
"36","boatbound",7,0.19047619047619
"37","dogvacay",7,0.19047619047619
"38","pley",7,0.19047619047619
"39","zopa",7,0.19047619047619
"40","feastly",6,0.163265306122449
"41","fon",6,0.163265306122449
"42","getaround",6,0.163265306122449
"43","gett",6,0.163265306122449
"44","onefinestay",6,0.163265306122449
"45","blender",5,0.136054421768707
"46","quirky",5,0.136054421768707
"47","flywheel",4,0.108843537414966
"48","ola",4,0.108843537414966
"49","vayable",4,0.108843537414966
"50","cherry",3,0.0816326530612245
"51","fiverr",3,0.0816326530612245
"52","grabtaxi",3,0.0816326530612245
"53","homeaway",3,0.0816326530612245
"54","housetrip",3,0.0816326530612245
"55","leap",3,0.0816326530612245
"56","sharedesk",3,0.0816326530612245
"57","yongche",3,0.0816326530612245
"58","drivy",2,0.054421768707483
"59","fundingcircle",2,0.054421768707483
"60","lendingclub",2,0.054421768707483
"61","lovehomeswap",2,0.054421768707483
"62","makespace",2,0.054421768707483
"63","roomorama",2,0.054421768707483
"64","skillshare",2,0.054421768707483
"65","transferwise",2,0.054421768707483
"66","upstart",2,0.054421768707483
"67","angellist",1,0.0272108843537415
"68","artsicle",1,0.0272108843537415
"69","blackjet",1,0.0272108843537415
"70","eatwith",1,0.0272108843537415
"71","fitmob",1,0.0272108843537415
"72","handybook",1,0.0272108843537415
"73","homejoy",1,0.0272108843537415
"74","medicast",1,0.0272108843537415
"75","pager",1,0.0272108843537415
"76","shuddle",1,0.0272108843537415
"77","spoonrocket",1,0.0272108843537415
"78","storefront",1,0.0272108843537415
"79","threadflip",1,0.0272108843537415
"80","thredup",1,0.0272108843537415
"81","tilt",1,0.0272108843537415
"82","trustcloud",1,0.0272108843537415
"83","zaarly",1,0.0272108843537415
