"","Word","Frequency","Percentage"
"1","c2a0",4185,3.08412248056303
"2","car",1117,0.82316960831276
"3","will",1087,0.801061203434172
"4","said",731,0.538708132208261
"5","zipcar",579,0.426692214156749
"6","can",537,0.395740447326725
"7","new",534,0.393529606838867
"8","people",469,0.345628062935259
"9","also",463,0.341206381959542
"10","sharing",436,0.321308817568812
"11","city",431,0.317624083422381
"12","one",416,0.306569880983087
"13","program",415,0.305832934153801
"14","share",398,0.293304838055934
"15","cars",382,0.281513688787354
"16","university",356,0.262353071225911
"17","use",336,0.247614134640186
"18","year",309,0.227716570249456
"19","members",307,0.226242676590884
"20","vehicles",306,0.225505729761598
"21","per",280,0.206345112200155
"22","service",278,0.204871218541582
"23","company",272,0.200449537565865
"24","bike",270,0.198975643907292
"25","parking",270,0.198975643907292
"26","work",251,0.184973654150853
"27","carsharing",242,0.178341132687277
"28","available",231,0.170234717565128
"29","public",227,0.167286930247983
"30","first",223,0.164339142930838
"31","well",223,0.164339142930838
"32","business",222,0.163602196101551
"33","students",219,0.161391355613692
"34","day",218,0.160654408784406
"35","help",217,0.15991746195512
"36","scheme",215,0.158443568296547
"37","companies",206,0.151811046832971
"38","time",203,0.149600206345112
"39","reduce",201,0.14812631268654
"40","transportation",200,0.147389365857253
"41","make",196,0.144441578540108
"42","years",193,0.14223073805225
"43","information",192,0.141493791222963
"44","need",184,0.135598216588673
"45","travel",183,0.134861269759387
"46","green",181,0.133387376100814
"47","including",179,0.131913482442242
"48","now",178,0.131176535612956
"49","get",177,0.130439588783669
"50","number",176,0.129702641954383
"51","part",176,0.129702641954383
"52","government",174,0.12822874829581
"53","staff",173,0.127491801466524
"54","energy",168,0.123807067320093
"55","2009",167,0.123070120490807
"56","two",166,0.12233317366152
"57","local",165,0.121596226832234
"58","around",162,0.119385386344375
"59","council",162,0.119385386344375
"60","global",160,0.117911492685803
"61","hertz",160,0.117911492685803
"62","free",159,0.117174545856516
"63","inc",159,0.117174545856516
"64","may",158,0.11643759902723
"65","like",157,0.115700652197944
"66","many",157,0.115700652197944
"67","services",157,0.115700652197944
"68","residents",156,0.114963705368658
"69","way",154,0.113489811710085
"70","rental",153,0.112752864880799
"71","hour",151,0.111278971222226
"72","costs",150,0.11054202439294
"73","last",150,0.11054202439294
"74","vehicle",150,0.11054202439294
"75","economic",148,0.109068130734368
"76","group",148,0.109068130734368
"77","community",145,0.106857290246509
"78","north",145,0.106857290246509
"79","president",144,0.106120343417222
"80","just",141,0.103909502929364
"81","campus",140,0.103172556100077
"82","cities",137,0.100961715612219
"83","market",136,0.100224768782932
"84","take",135,0.099487821953646
"85","access",134,0.0987508751243598
"86","even",134,0.0987508751243598
"87","system",133,0.0980139282950735
"88","national",131,0.096540034636501
"89","percent",131,0.096540034636501
"90","alternative",129,0.0950661409779284
"91","zipcars",129,0.0950661409779284
"92","businesses",128,0.0943291941486422
"93","cost",128,0.0943291941486422
"94","fleet",128,0.0943291941486422
"95","money",126,0.0928553004900696
"96","employees",125,0.0921183536607834
"97","environmental",125,0.0921183536607834
"98","plan",125,0.0921183536607834
"99","transport",125,0.0921183536607834
"100","says",122,0.0899075131729246
"101","technology",120,0.088433619514352
"102","across",119,0.0876966726850658
"103","news",119,0.0876966726850658
"104","month",118,0.0869597258557795
"105","offers",118,0.0869597258557795
"106","drive",117,0.0862227790264932
"107","million",117,0.0862227790264932
"108","dont",116,0.085485832197207
"109","bikes",115,0.0847488853679207
"110","plans",115,0.0847488853679207
"111","provide",115,0.0847488853679207
"112","three",115,0.0847488853679207
"113","major",114,0.0840119385386344
"114","economy",113,0.0832749917093482
"115","ride",111,0.0818010980507756
"116","used",111,0.0818010980507756
"117","see",110,0.0810641512214894
"118","without",110,0.0810641512214894
