"","Company","Frequency","Percentage"
"1","airbnb",53,53
"2","craigslist",9,9
"3","trustcloud",8,8
"4","taskrabbit",6,6
"5","couchsurfing",5,5
"6","favor",3,3
"7","via",3,3
"8","getable",2,2
"9","relayrides",2,2
"10","zipcar",2,2
"11","artsicle",1,1
"12","button",1,1
"13","chegg",1,1
"14","prosper",1,1
"15","thredup",1,1
"16","whipcar",1,1
"17","zopa",1,1
