"","Influencer","Frequency","Percentage"
"1","jeremiahowyang",46,42.5925925925926
"2","janelleorsi",34,31.4814814814815
"3","rachelbotsman",15,13.8888888888889
"4","michelbauwens",6,5.55555555555556
"5","roorogers",3,2.77777777777778
"6","esthershaw",2,1.85185185185185
"7","julietschor",1,0.925925925925926
"8","laurenanderson",1,0.925925925925926
