"","Word","Frequency","Percentage"
"282","central",55,0.0470193976387713
"283","credit",55,0.0470193976387713
"284","cycling",55,0.0470193976387713
"285","growing",55,0.0470193976387713
"286","must",55,0.0470193976387713
"287","rather",55,0.0470193976387713
"288","rent",55,0.0470193976387713
"289","started",55,0.0470193976387713
"290","top",55,0.0470193976387713
"291","average",54,0.0461644994998846
"292","centre",54,0.0461644994998846
"293","five",54,0.0461644994998846
"294","issues",54,0.0461644994998846
"295","region",54,0.0461644994998846
"296","town",54,0.0461644994998846
"297","america",53,0.0453096013609978
"298","europe",53,0.0453096013609978
"299","example",53,0.0453096013609978
"300","fact",53,0.0453096013609978
"301","future",53,0.0453096013609978
"302","keep",53,0.0453096013609978
"303","london",53,0.0453096013609978
"304","ofthe",53,0.0453096013609978
"305","six",53,0.0453096013609978
"306","added",52,0.0444547032221111
"307","buy",52,0.0444547032221111
"308","demand",52,0.0444547032221111
"309","impact",52,0.0444547032221111
"310","issue",52,0.0444547032221111
"311","leave",52,0.0444547032221111
"312","likely",52,0.0444547032221111
"313","live",52,0.0444547032221111
"314","news",52,0.0444547032221111
"315","power",52,0.0444547032221111
"316","real",52,0.0444547032221111
"317","together",52,0.0444547032221111
"318","advertising",51,0.0435998050832243
"319","found",51,0.0435998050832243
"320","leader",51,0.0435998050832243
"321","united",51,0.0435998050832243
"322","100",50,0.0427449069443376
"323","among",50,0.0427449069443376
"324","c2a0the",50,0.0427449069443376
"325","consumer",50,0.0427449069443376
"326","country",50,0.0427449069443376
"327","financial",50,0.0427449069443376
"328","least",50,0.0427449069443376
"329","locations",50,0.0427449069443376
"330","owning",50,0.0427449069443376
"331","stations",50,0.0427449069443376
"332","given",49,0.0418900088054508
"333","half",49,0.0418900088054508
"334","important",49,0.0418900088054508
"335","instead",49,0.0418900088054508
"336","markets",49,0.0418900088054508
"337","shared",49,0.0418900088054508
"338","brand",48,0.0410351106665641
"339","content",48,0.0410351106665641
"340","firm",48,0.0410351106665641
"341","hours",48,0.0410351106665641
"342","join",48,0.0410351106665641
"343","months",48,0.0410351106665641
"344","oil",48,0.0410351106665641
"345","rising",48,0.0410351106665641
"346","roads",48,0.0410351106665641
"347","social",48,0.0410351106665641
"348","state",48,0.0410351106665641
"349","success",48,0.0410351106665641
"350","citys",47,0.0401802125276773
"351","design",47,0.0401802125276773
"352","however",47,0.0401802125276773
"353","inc",47,0.0401802125276773
"354","increasing",47,0.0401802125276773
"355","island",47,0.0401802125276773
"356","land",47,0.0401802125276773
"357","mayor",47,0.0401802125276773
"358","models",47,0.0401802125276773
"359","options",47,0.0401802125276773
"360","ownership",47,0.0401802125276773
"361","past",47,0.0401802125276773
"362","personal",47,0.0401802125276773
"363","point",47,0.0401802125276773
"364","provides",47,0.0401802125276773
"365","rates",47,0.0401802125276773
"366","spaces",47,0.0401802125276773
"367","expected",46,0.0393253143887906
"368","experience",46,0.0393253143887906
"369","little",46,0.0393253143887906
"370","move",46,0.0393253143887906
"371","small",46,0.0393253143887906
"372","trying",46,0.0393253143887906
"373","web",46,0.0393253143887906
"374","air",45,0.0384704162499038
"375","bicycles",45,0.0384704162499038
"376","c2a0and",45,0.0384704162499038
"377","large",45,0.0384704162499038
"378","measures",45,0.0384704162499038
"379","report",45,0.0384704162499038
"380","second",45,0.0384704162499038
"381","sense",45,0.0384704162499038
"382","buying",44,0.0376155181110171
"383","carrental",44,0.0376155181110171
"384","case",44,0.0376155181110171
"385","center",44,0.0376155181110171
"386","charge",44,0.0376155181110171
"387","close",44,0.0376155181110171
"388","current",44,0.0376155181110171
"389","email",44,0.0376155181110171
"390","journeys",44,0.0376155181110171
"391","marketing",44,0.0376155181110171
"392","needs",44,0.0376155181110171
"393","paris",44,0.0376155181110171
"394","regional",44,0.0376155181110171
"395","theyre",44,0.0376155181110171
"396","try",44,0.0376155181110171
"397","association",43,0.0367606199721303
"398","bikeshare",43,0.0367606199721303
"399","continue",43,0.0367606199721303
"400","councils",43,0.0367606199721303
"401","currently",43,0.0367606199721303
"402","helping",43,0.0367606199721303
"403","insurance",43,0.0367606199721303
"404","inthe",43,0.0367606199721303
"405","largest",43,0.0367606199721303
"406","model",43,0.0367606199721303
"407","policy",43,0.0367606199721303
"408","rate",43,0.0367606199721303
"409","recently",43,0.0367606199721303
"410","rise",43,0.0367606199721303
"411","student",43,0.0367606199721303
"412","taken",43,0.0367606199721303
"413","building",42,0.0359057218332436
"414","devon",42,0.0359057218332436
"415","east",42,0.0359057218332436
"416","hybrid",42,0.0359057218332436
"417","includes",42,0.0359057218332436
"418","minutes",42,0.0359057218332436
"419","philadelphia",42,0.0359057218332436
"420","pollution",42,0.0359057218332436
"421","products",42,0.0359057218332436
"422","result",42,0.0359057218332436
"423","saving",42,0.0359057218332436
"424","c2a0to",41,0.0350508236943568
"425","campuses",41,0.0350508236943568
"426","changes",41,0.0350508236943568
"427","chief",41,0.0350508236943568
"428","concept",41,0.0350508236943568
"429","create",41,0.0350508236943568
"430","early",41,0.0350508236943568
"431","ideas",41,0.0350508236943568
"432","interest",41,0.0350508236943568
"433","journey",41,0.0350508236943568
"434","officials",41,0.0350508236943568
"435","question",41,0.0350508236943568
"436","always",40,0.0341959255554701
"437","canada",40,0.0341959255554701
"438","chicago",40,0.0341959255554701
"439","district",40,0.0341959255554701
"440","doesnt",40,0.0341959255554701
"441","driver",40,0.0341959255554701
"442","following",40,0.0341959255554701
"443","initiatives",40,0.0341959255554701
"444","law",40,0.0341959255554701
"445","meeting",40,0.0341959255554701
"446","often",40,0.0341959255554701
"447","paid",40,0.0341959255554701
"448","problems",40,0.0341959255554701
"449","single",40,0.0341959255554701
"450","survey",40,0.0341959255554701
"451","additional",39,0.0333410274165833
"452","ahead",39,0.0333410274165833
"453","believe",39,0.0333410274165833
"454","campaign",39,0.0333410274165833
"455","ceo",39,0.0333410274165833
"456","chairman",39,0.0333410274165833
"457","clear",39,0.0333410274165833
"458","faculty",39,0.0333410274165833
"459","improve",39,0.0333410274165833
"460","kind",39,0.0333410274165833
"461","living",39,0.0333410274165833
"462","meet",39,0.0333410274165833
"463","offering",39,0.0333410274165833
"464","operations",39,0.0333410274165833
"465","opportunity",39,0.0333410274165833
"466","planning",39,0.0333410274165833
"467","reducing",39,0.0333410274165833
"468","sign",39,0.0333410274165833
"469","taxes",39,0.0333410274165833
"470","trip",39,0.0333410274165833
"471","away",38,0.0324861292776966
"472","buses",38,0.0324861292776966
"473","consumption",38,0.0324861292776966
"474","department",38,0.0324861292776966
"475","easy",38,0.0324861292776966
"476","encouraging",38,0.0324861292776966
"477","england",38,0.0324861292776966
"478","especially",38,0.0324861292776966
"479","nations",38,0.0324861292776966
"480","option",38,0.0324861292776966
"481","others",38,0.0324861292776966
"482","possible",38,0.0324861292776966
"483","revenue",38,0.0324861292776966
"484","sector",38,0.0324861292776966
"485","station",38,0.0324861292776966
"486","study",38,0.0324861292776966
"487","sustainability",38,0.0324861292776966
"488","terms",38,0.0324861292776966
"489","visitors",38,0.0324861292776966
"490","companys",37,0.0316312311388098
"491","course",37,0.0316312311388098
"492","cycle",37,0.0316312311388098
"493","daily",37,0.0316312311388098
"494","data",37,0.0316312311388098
"495","different",37,0.0316312311388098
"496","digital",37,0.0316312311388098
"497","done",37,0.0316312311388098
"498","downtown",37,0.0316312311388098
"499","full",37,0.0316312311388098
"500","hourly",37,0.0316312311388098
