"","Company","Frequency","Percentage"
"1","airbnb",791,28.9319678127286
"2","uber",735,26.8836869056328
"3","via",251,9.18068763716167
"4","lyft",185,6.76664228237015
"5","zipcar",110,4.02340892465252
"6","couchsurfing",97,3.54791514264813
"7","taskrabbit",87,3.18215069495245
"8","etsy",57,2.0848573518654
"9","blablacar",42,1.53621068032187
"10","relayrides",35,1.28017556693489
"11","getaround",25,0.91441111923921
"12","favor",24,0.877834674469642
"13","circle",23,0.841258229700073
"14","sidecar",22,0.804681784930505
"15","craigslist",21,0.768105340160936
"16","kickstarter",16,0.585223116313094
"17","twice",16,0.585223116313094
"18","homeaway",12,0.438917337234821
"19","lendingclub",12,0.438917337234821
"20","gone",11,0.402340892465252
"21","zopa",9,0.329188002926116
"22","airtasker",7,0.256035113386979
"23","kitchensurfing",7,0.256035113386979
"24","skillshare",7,0.256035113386979
"25","zaarly",7,0.256035113386979
"26","alfred",6,0.21945866861741
"27","feastly",6,0.21945866861741
"28","homejoy",6,0.21945866861741
"29","fon",5,0.182882223847842
"30","housetrip",5,0.182882223847842
"31","onefinestay",5,0.182882223847842
"32","prosper",5,0.182882223847842
"33","thredup",5,0.182882223847842
"34","udemy",5,0.182882223847842
"35","button",4,0.146305779078274
"36","dogvacay",4,0.146305779078274
"37","eatwith",4,0.146305779078274
"38","justpark",4,0.146305779078274
"39","poshmark",4,0.146305779078274
"40","sharedesk",4,0.146305779078274
"41","boatbound",3,0.109729334308705
"42","coursera",3,0.109729334308705
"43","drivy",3,0.109729334308705
"44","frents",3,0.109729334308705
"45","gobble",3,0.109729334308705
"46","instacart",3,0.109729334308705
"47","shapeways",3,0.109729334308705
"48","maven",2,0.0731528895391368
"49","roomorama",2,0.0731528895391368
"50","trustcloud",2,0.0731528895391368
"51","vayable",2,0.0731528895391368
"52","wonolo",2,0.0731528895391368
"53","99designs",1,0.0365764447695684
"54","buddytruk",1,0.0365764447695684
"55","cherry",1,0.0365764447695684
"56","flightcar",1,0.0365764447695684
"57","getable",1,0.0365764447695684
"58","gigwalk",1,0.0365764447695684
"59","grubwithus",1,0.0365764447695684
"60","helparound",1,0.0365764447695684
"61","helpling",1,0.0365764447695684
"62","indiegogo",1,0.0365764447695684
"63","inspirato",1,0.0365764447695684
"64","liquidspace",1,0.0365764447695684
"65","lovehomeswap",1,0.0365764447695684
"66","ouicar",1,0.0365764447695684
"67","peerby",1,0.0365764447695684
"68","rocksbox",1,0.0365764447695684
"69","roomer",1,0.0365764447695684
"70","transferwise",1,0.0365764447695684
"71","turningart",1,0.0365764447695684
"72","upstart",1,0.0365764447695684
"73","videdressing",1,0.0365764447695684
"74","whipcar",1,0.0365764447695684
