"","Influencer","Frequency","Percentage"
"1","jeremiahowyang",36,78.2608695652174
"2","miltonfriedman",4,8.69565217391304
"3","janelleorsi",3,6.52173913043478
"4","michelbauwens",2,4.34782608695652
"5","rachelbotsman",1,2.17391304347826
