"","Influencer","Frequency","Percentage"
"1","rachelbotsman",21,46.6666666666667
"2","roorogers",12,26.6666666666667
"3","laurenanderson",5,11.1111111111111
"4","janelleorsi",3,6.66666666666667
"5","jeremiahowyang",3,6.66666666666667
"6","francoiacomella",1,2.22222222222222
