"","Company","Frequency","Percentage"
"1","airbnb",594,22.5
"2","uber",223,8.4469696969697
"3","via",217,8.21969696969697
"4","lyft",170,6.43939393939394
"5","taskrabbit",141,5.34090909090909
"6","zipcar",139,5.26515151515152
"7","relayrides",110,4.16666666666667
"8","instacart",64,2.42424242424242
"9","sidecar",54,2.04545454545455
"10","kickstarter",46,1.74242424242424
"11","craigslist",40,1.51515151515152
"12","getaround",37,1.40151515151515
"13","circle",30,1.13636363636364
"14","blablacar",29,1.09848484848485
"15","etsy",27,1.02272727272727
"16","couchsurfing",26,0.984848484848485
"17","gone",25,0.946969696969697
"18","button",24,0.909090909090909
"19","deliv",23,0.871212121212121
"20","skillshare",23,0.871212121212121
"21","liquidspace",21,0.795454545454545
"22","thredup",19,0.71969696969697
"23","zopa",17,0.643939393939394
"24","prosper",16,0.606060606060606
"25","dogvacay",15,0.568181818181818
"26","favor",14,0.53030303030303
"27","flightcar",14,0.53030303030303
"28","housecall",12,0.454545454545455
"29","vayable",12,0.454545454545455
"30","checkr",11,0.416666666666667
"31","fon",11,0.416666666666667
"32","housetrip",11,0.416666666666667
"33","boatbound",10,0.378787878787879
"34","chegg",10,0.378787878787879
"35","jayride",10,0.378787878787879
"36","udemy",10,0.378787878787879
"37","zaarly",10,0.378787878787879
"38","angellist",9,0.340909090909091
"39","homeaway",9,0.340909090909091
"40","airtasker",8,0.303030303030303
"41","cherry",8,0.303030303030303
"42","coursera",8,0.303030303030303
"43","crowdcube",8,0.303030303030303
"44","rover",8,0.303030303030303
"45","feastly",7,0.265151515151515
"46","grubwithus",7,0.265151515151515
"47","homejoy",7,0.265151515151515
"48","kitchit",7,0.265151515151515
"49","lendingclub",7,0.265151515151515
"50","onefinestay",7,0.265151515151515
"51","postmates",7,0.265151515151515
"52","roomorama",7,0.265151515151515
"53","whipcar",7,0.265151515151515
"54","crowdflower",6,0.227272727272727
"55","eatwith",6,0.227272727272727
"56","gigwalk",6,0.227272727272727
"57","kiva",6,0.227272727272727
"58","livemocha",6,0.227272727272727
"59","upstart",6,0.227272727272727
"60","zozi",6,0.227272727272727
"61","artsicle",5,0.189393939393939
"62","drivy",5,0.189393939393939
"63","gazelle",5,0.189393939393939
"64","getable",5,0.189393939393939
"65","gocarshare",5,0.189393939393939
"66","hailo",5,0.189393939393939
"67","leap",5,0.189393939393939
"68","poshmark",5,0.189393939393939
"69","quirky",5,0.189393939393939
"70","redbeacon",5,0.189393939393939
"71","scoot",5,0.189393939393939
"72","twice",5,0.189393939393939
"73","zookal",5,0.189393939393939
"74","artsy",4,0.151515151515152
"75","edufire",4,0.151515151515152
"76","gobble",4,0.151515151515152
"77","kitchensurfing",4,0.151515151515152
"78","mosaic",4,0.151515151515152
"79","sidetour",4,0.151515151515152
"80","udacity",4,0.151515151515152
"81","wello",4,0.151515151515152
"82","airtime",3,0.113636363636364
"83","bixi",3,0.113636363636364
"84","bookrenter",3,0.113636363636364
"85","breather",3,0.113636363636364
"86","campusbookrentals",3,0.113636363636364
"87","deskwanted",3,0.113636363636364
"88","floqq",3,0.113636363636364
"89","frents",3,0.113636363636364
"90","getmaid",3,0.113636363636364
"91","gidsy",3,0.113636363636364
"92","glovico",3,0.113636363636364
"93","myngle",3,0.113636363636364
"94","ola",3,0.113636363636364
"95","peerby",3,0.113636363636364
"96","pivotdesk",3,0.113636363636364
"97","quickflix",3,0.113636363636364
"98","rentstuff",3,0.113636363636364
"99","sharedesk",3,0.113636363636364
"100","swapnetcycler",3,0.113636363636364
"101","turningart",3,0.113636363636364
"102","wallapop",3,0.113636363636364
"103","wework",3,0.113636363636364
"104","99designs",2,0.0757575757575758
"105","beepi",2,0.0757575757575758
"106","fiverr",2,0.0757575757575758
"107","fundingcircle",2,0.0757575757575758
"108","indiegogo",2,0.0757575757575758
"109","inspirato",2,0.0757575757575758
"110","kozaza",2,0.0757575757575758
"111","loosecubes",2,0.0757575757575758
"112","lovehomeswap",2,0.0757575757575758
"113","makespace",2,0.0757575757575758
"114","munchery",2,0.0757575757575758
"115","pager",2,0.0757575757575758
"116","trustcloud",2,0.0757575757575758
"117","yourmechanic",2,0.0757575757575758
"118","airpr",1,0.0378787878787879
"119","alfred",1,0.0378787878787879
"120","auxmoney",1,0.0378787878787879
"121","blackjet",1,0.0378787878787879
"122","custommade",1,0.0378787878787879
"123","farmigo",1,0.0378787878787879
"124","firechat",1,0.0378787878787879
"125","fitmob",1,0.0378787878787879
"126","hourlynerd",1,0.0378787878787879
"127","icarsclub",1,0.0378787878787879
"128","life360",1,0.0378787878787879
"129","makerbot",1,0.0378787878787879
"130","peerspace",1,0.0378787878787879
"131","popexpert",1,0.0378787878787879
"132","roomer",1,0.0378787878787879
"133","shapeways",1,0.0378787878787879
"134","soothe",1,0.0378787878787879
"135","spoonrocket",1,0.0378787878787879
"136","storefront",1,0.0378787878787879
"137","wonolo",1,0.0378787878787879
"138","zirtual",1,0.0378787878787879
