"","Influencer","Frequency","Percentage"
"1","danahull",10,35.7142857142857
"2","arunsundararajan",4,14.2857142857143
"3","peterdelevett",4,14.2857142857143
"4","rachelbotsman",4,14.2857142857143
"5","janelleorsi",2,7.14285714285714
"6","jeremiahowyang",2,7.14285714285714
"7","davidseifman",1,3.57142857142857
"8","julietschor",1,3.57142857142857
