"","Influencer","Frequency","Percentage"
"1","arunsundararajan",12,44.4444444444444
"2","janelleorsi",5,18.5185185185185
"3","rachelbotsman",3,11.1111111111111
"4","adamthierer",2,7.40740740740741
"5","sarahorowitz",2,7.40740740740741
"6","jeremiahowyang",1,3.7037037037037
"7","laurapiscicelli",1,3.7037037037037
"8","miltonfriedman",1,3.7037037037037
