"","Influencer","Frequency","Percentage"
"1","jeremiahowyang",26,41.2698412698413
"2","rachelbotsman",10,15.8730158730159
"3","janelleorsi",7,11.1111111111111
"4","michelbauwens",7,11.1111111111111
"5","adamthierer",3,4.76190476190476
"6","miltonfriedman",3,4.76190476190476
"7","arunsundararajan",2,3.17460317460317
"8","laurenanderson",2,3.17460317460317
"9","sarahorowitz",2,3.17460317460317
"10","roorogers",1,1.58730158730159
