"","Influencer","Frequency","Percentage"
"1","jeremiahowyang",157,58.5820895522388
"2","rachelbotsman",50,18.6567164179104
"3","sarahorowitz",16,5.97014925373134
"4","michelbauwens",13,4.85074626865672
"5","laurenanderson",10,3.73134328358209
"6","arunsundararajan",9,3.35820895522388
"7","roorogers",6,2.23880597014925
"8","janelleorsi",4,1.49253731343284
"9","derekthompson",2,0.746268656716418
"10","esthershaw",1,0.373134328358209
