"","Influencer","Frequency","Percentage"
"1","rachelbotsman",7,38.8888888888889
"2","miltonfriedman",5,27.7777777777778
"3","adamthierer",3,16.6666666666667
"4","janelleorsi",2,11.1111111111111
"5","jeremiahowyang",1,5.55555555555556
