"","GSE.2007.X","GSE.2007.Y","GSE.2008.X","GSE.2008.Y","GSE.2009.X","GSE.2009.Y","GSE.2010.X","GSE.2010.Y","GSE.2011.X","GSE.2011.Y","GSE.2012.X","GSE.2012.Y","GSE.2013.X","GSE.2013.Y","GSE.2014.X","GSE.2014.Y","GSE.2015.X","GSE.2015.Y"
"organization",0.11625,0,0.0775,0,0.058125,0.31,0.1085,0,0.0904166666666667,0,0.0775,0.355,0.1121875,0,0.0997222222222222,0,0.08975,0
"groups",0.29,0,0.193333333333333,0,0.145,0.305,0.177,0,0.1475,0,0.126428571428571,0,0.110625,0,0.0983333333333333,0,0.0885,0
"room",0,0,0,0,0,0,0,0,0,0,0,0,0,0.29,0.0322222222222222,0.2875,0.05775,0.3025
"safety",0.1,0,0.0666666666666667,0,0.05,0,0.04,0.3675,0.0945833333333333,0,0.0810714285714286,0,0.0709375,0,0.0630555555555556,0.3125,0.088,0
"drive",0,0,0,0,0,0,0,0,0,0,0,0,0,0.2625,0.0291666666666667,0.295,0.05575,0.2975
"crisis",0,0.195,0.065,0,0.04875,0,0.039,0.2725,0.0779166666666667,0,0.0667857142857143,0.3525,0.1025,0,0.0911111111111111,0,0.082,0
"regulation",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.355,0.0355,0.4325
"canada",0,0,0,0,0,0.4425,0.0885,0.3375,0.13,0,0.111428571428571,0,0.0975,0,0.0866666666666667,0,0.078,0
"taskrabbit",0,0,0,0,0,0,0,0,0,0,0,0,0,0.3525,0.0391666666666667,0.4175,0.077,0
"entrepreneurship",0.12125,0.2075,0.15,0.315,0.19125,0,0.153,0,0.1275,0,0.109285714285714,0,0.095625,0,0.085,0,0.0765,0
"nature",0.10125,0,0.0675,0.265,0.116875,0,0.0935,0.29,0.12625,0,0.108214285714286,0,0.0946875,0,0.0841666666666667,0,0.07575,0
"jeremiahowyang",0,0,0,0,0,0,0,0,0,0,0,0,0,0.3925,0.0436111111111111,0.3625,0.0755,0
"usa",0,0,0,0,0,0.75,0.15,0,0.125,0,0.107142857142857,0,0.09375,0,0.0833333333333333,0,0.075,0
"michigan",0,0,0,0.75,0.1875,0,0.15,0,0.125,0,0.107142857142857,0,0.09375,0,0.0833333333333333,0,0.075,0
"israel",0.135,0.1975,0.155833333333333,0.265,0.183125,0,0.1465,0,0.122083333333333,0,0.104642857142857,0,0.0915625,0,0.0813888888888889,0,0.07325,0
"rules",0.125,0,0.0833333333333333,0,0.0625,0,0.05,0,0.0416666666666667,0,0.0357142857142857,0,0.03125,0,0.0277777777777778,0,0.025,0.4775
"fuel",0.36,0,0.24,0,0.18,0,0.144,0,0.12,0,0.102857142857143,0,0.09,0,0.08,0,0.072,0
"hardware",0.1275,0,0.085,0,0.06375,0,0.051,0,0.0425,0,0.0364285714285714,0.455,0.08875,0,0.0788888888888889,0,0.071,0
"cultural",0,0.4425,0.1475,0.2675,0.1775,0,0.142,0,0.118333333333333,0,0.101428571428571,0,0.08875,0,0.0788888888888889,0,0.071,0
"board",0.1075,0.1825,0.1325,0.3025,0.175,0,0.14,0,0.116666666666667,0,0.1,0,0.0875,0,0.0777777777777778,0,0.07,0
"amazon",0.1925,0,0.128333333333333,0,0.09625,0,0.077,0.31,0.115833333333333,0,0.0992857142857143,0,0.086875,0,0.0772222222222222,0,0.0695,0
"infographic",0,0.405,0.135,0,0.10125,0,0.081,0,0.0675,0.2825,0.0982142857142857,0,0.0859375,0,0.0763888888888889,0,0.06875,0
"regulations",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3725,0.03725,0.3125
"providers",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.335,0.0335,0.3425
"students",0,0,0,0,0,0,0,0.4275,0.07125,0.2425,0.0957142857142857,0,0.08375,0,0.0744444444444444,0,0.067,0
"ride",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2975,0.02975,0.365
"carsharing",0,0,0,0,0,0,0,0,0,0,0,0.37,0.04625,0.2875,0.0730555555555556,0,0.06575,0
"seats",0,0,0,0,0,0,0,0.3175,0.0529166666666667,0.3325,0.0928571428571429,0,0.08125,0,0.0722222222222222,0,0.065,0
"crowdsourcing",0,0,0,0,0,0,0,0,0,0,0,0.6325,0.0790625,0,0.0702777777777778,0,0.06325,0
"employment",0.14,0,0.0933333333333333,0,0.07,0,0.056,0,0.0466666666666667,0,0.04,0,0.035,0,0.0311111111111111,0,0.028,0.3425
"coworking",0,0,0,0,0,0,0,0,0,0.285,0.0407142857142857,0.32,0.075625,0,0.0672222222222222,0,0.0605,0
"programmeoxford",0.1925,0.22,0.201666666666667,0,0.15125,0,0.121,0,0.100833333333333,0,0.0864285714285714,0,0.075625,0,0.0672222222222222,0,0.0605,0
"driving",0,0,0,0,0,0,0,0,0,0,0,0,0,0.2575,0.0286111111111111,0.34,0.05975,0
"foundation",0,0,0,0,0,0,0,0,0,0.2525,0.0360714285714286,0.345,0.0746875,0,0.0663888888888889,0,0.05975,0
"career",0,0.2475,0.0825,0,0.061875,0,0.0495,0.3475,0.0991666666666667,0,0.085,0,0.074375,0,0.0661111111111111,0,0.0595,0
"individual",0.11375,0,0.0758333333333333,0,0.056875,0,0.0455,0,0.0379166666666667,0,0.0325,0.36,0.0734375,0,0.0652777777777778,0,0.05875,0
"works",0.10375,0,0.0691666666666667,0,0.051875,0,0.0415,0,0.0345833333333333,0,0.0296428571428571,0.3775,0.073125,0,0.065,0,0.0585,0
"blogs",0,0.2425,0.0808333333333333,0.3425,0.14625,0,0.117,0,0.0975,0,0.0835714285714286,0,0.073125,0,0.065,0,0.0585,0
"independent",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.575
"africa",0,0,0,0,0,0.56,0.112,0,0.0933333333333333,0,0.08,0,0.07,0,0.0622222222222222,0,0.056,0
"sell",0,0,0,0,0,0,0,0,0,0,0,0,0,0.2625,0.0291666666666667,0.29,0.05525,0
"apple",0.27625,0,0.184166666666667,0,0.138125,0,0.1105,0,0.0920833333333333,0,0.0789285714285714,0,0.0690625,0,0.0613888888888889,0,0.05525,0
"tourism",0,0,0,0,0,0,0,0.535,0.0891666666666667,0,0.0764285714285714,0,0.066875,0,0.0594444444444444,0,0.0535,0
"lifestyle",0,0,0,0.535,0.13375,0,0.107,0,0.0891666666666667,0,0.0764285714285714,0,0.066875,0,0.0594444444444444,0,0.0535,0
"natural",0.08875,0,0.0591666666666667,0,0.044375,0.3375,0.103,0,0.0858333333333333,0,0.0735714285714286,0,0.064375,0,0.0572222222222222,0,0.0515,0
"owners",0.1025,0,0.0683333333333333,0,0.05125,0,0.041,0,0.0341666666666667,0,0.0292857142857143,0,0.025625,0.3,0.0561111111111111,0,0.0505,0
"california",0,0,0,0.2625,0.065625,0,0.0525,0,0.04375,0.24,0.0717857142857143,0,0.0628125,0,0.0558333333333333,0,0.05025,0
