"","LN.2007.X","LN.2007.Y","LN.2008.X","LN.2008.Y","LN.2009.X","LN.2009.Y","LN.2010.X","LN.2010.Y","LN.2011.X","LN.2011.Y","LN.2012.X","LN.2012.Y","LN.2013.X","LN.2013.Y","LN.2014.X","LN.2014.Y","LN.2015.X","LN.2015.Y"
"sharingeconomy",0,0,0,0,0,0,0,0,0,0,0,0.142,0.0376458112407211,0.311311311311311,0.0949486480821631,0.96048632218845,0.243313650573116,2.04334677419355
"services",0.41635687732342,0.282142857142857,0.347905282331512,0.305045871559633,0.328934010152284,0.329140461215933,0.329001367989056,0.426258992805755,0.35579781962339,0.336870026525199,0.350649350649351,0.318,0.341993637327678,0.469469469469469,0.368685810102704,0.728470111448835,0.430357763112192,0.895161290322581
"work",0.524163568773234,0.525,0.524590163934426,0.584862385321101,0.551269035532995,0.526205450733753,0.543091655266758,0.37589928057554,0.497026759167493,0.543766578249337,0.50974025974026,0.308,0.456256627783669,0.457457457457457,0.456508069587089,0.371833839918946,0.441993747829107,0.742943548387097
"uber",0,0,0,0,0,0,0,0,0,0,0,0,0,0.125125125125125,0.0261999580800671,1.44883485309017,0.270059048280653,1.57358870967742
"public",0.494423791821561,0.489285714285714,0.491803278688525,0.458715596330275,0.477157360406091,0.475890985324948,0.476744186046512,0.615107913669065,0.514866204162537,0.510610079575597,0.513708513708514,0.363,0.473753976670201,0.535535535535536,0.486690421295326,0.377912867274569,0.468044459881903,0.270161290322581
"market",0.520446096654275,0.246428571428571,0.380692167577413,0.277522935779817,0.33502538071066,0.285115303983228,0.318741450068399,0.440647482014388,0.352329038652131,0.644562334217507,0.431818181818182,0.351,0.410392364793213,0.674674674674675,0.465730454831272,0.318135764944276,0.44043070510594,0.380040322580645
"members",1.02602230483271,0.753571428571429,0.887067395264117,0.649082568807339,0.781725888324873,0.643605870020964,0.736662106703146,0.544964028776978,0.68384539147671,0.456233421750663,0.621933621933622,0.302,0.53711558854719,0.375375375375375,0.503248794801928,0.228976697061803,0.456234803751303,0.21875
"vehicles",0.83271375464684,0.646428571428571,0.737704918032787,0.38302752293578,0.580710659898477,0.641509433962264,0.600547195622435,0.789568345323741,0.652626362735382,0.651193633952255,0.652236652236652,0.382,0.580593849416755,0.348348348348348,0.531963948857682,0.147922998986829,0.466134074331365,0.107862903225806
"transportation",0.397769516728625,0.264285714285714,0.329690346083789,0.376146788990826,0.350253807106599,0.419287211740042,0.372777017783858,0.652877697841727,0.449950445986125,0.546419098143236,0.476190476190476,0.309,0.43186638388123,0.56956956956957,0.460700062879899,0.335359675785208,0.439215005210142,0.143145161290323
"drivers",0.368029739776952,0.296428571428571,0.331511839708561,0.224770642201835,0.284263959390863,0.125786163522013,0.232558139534884,0.16726618705036,0.214568880079286,0.177718832891247,0.204545454545455,0.195,0.202014846235419,0.273273273273273,0.216935652902955,0.869300911854103,0.328759986106287,0.755040322580645
"cities",0.319702602230483,0.314285714285714,0.316939890710383,0.254587155963303,0.289340101522843,0.287211740041929,0.288645690834473,0.402877697841727,0.3201189296333,0.294429708222812,0.313131313131313,0.281,0.304612937433722,0.473473473473473,0.33997065604695,0.516717325227964,0.370267453977075,0.355846774193548
"carsharing",0.795539033457249,0.639285714285714,0.715846994535519,0.676605504587156,0.698477157360406,0.507337526205451,0.636114911080711,0.464028776978417,0.588701684836472,0.506631299734748,0.566378066378066,0.271,0.488069989395546,0.308308308308308,0.450429679312513,0.175278622087133,0.403265022577284,0
"bikes",0,0.128571428571429,0.0655737704918033,0.380733944954128,0.20507614213198,0.241090146750524,0.216826265389877,0.494604316546763,0.293359762140733,0.36737400530504,0.313492063492063,0.347,0.32237539766702,0.580580580580581,0.376440997694404,0.372847011144884,0.375824939215005,0.092741935483871
"local",0.349442379182156,0.378571428571429,0.364298724954463,0.387614678899083,0.374619289340102,0.345911949685535,0.365253077975376,0.388489208633094,0.371655104063429,0.352785145888594,0.366522366522367,0.256,0.337221633085896,0.397397397397397,0.349821840285056,0.284701114488349,0.338659256686349,0.280241935483871
"rental",0.16728624535316,0.210714285714286,0.189435336976321,0.252293577981651,0.217258883248731,0.320754716981132,0.251025991792066,0.325539568345324,0.271555996035679,0.527851458885942,0.341269841269841,0.301,0.330593849416755,0.554554554554555,0.377488996017606,0.235055724417427,0.35307398402223,0.193548387096774
"technology",0.312267657992565,0.196428571428571,0.253187613843352,0.188073394495413,0.224365482233503,0.251572327044025,0.233242134062927,0.460431654676259,0.29583746283449,0.295755968169761,0.295815295815296,0.245,0.282343584305408,0.347347347347347,0.295954726472438,0.303951367781155,0.297325460229246,0.403225806451613
"money",0.323420074349442,0.239285714285714,0.280510018214936,0.286697247706422,0.283248730964467,0.264150943396226,0.277017783857729,0.264388489208633,0.273538156590684,0.305039787798409,0.282106782106782,0.267,0.278101802757158,0.37037037037037,0.297421924124921,0.354609929078014,0.307224730809309,0.304435483870968
"airbnb",0,0,0,0,0,0,0,0,0,0,0,0.197,0.0522269353128314,0.399399399399399,0.12492140012576,0.785207700101317,0.238103508162556,0.704637096774194
"users",0.211895910780669,0.185714285714286,0.198542805100182,0.185779816513761,0.192893401015228,0.182389937106918,0.189466484268126,0.321942446043165,0.225966303270565,0.3342175066313,0.255411255411255,0.313,0.27067868504772,0.313313313313313,0.279605952630476,0.398176291793313,0.299930531434526,0.294354838709677
"university",0.28996282527881,0.425,0.358834244080146,0.334862385321101,0.348223350253807,0.746331236897275,0.478112175102599,0.681654676258993,0.534192269573835,0.364721485411141,0.488095238095238,0.163,0.401908801696713,0.25025025025025,0.370153007755188,0.139817629179331,0.330670371656825,0.0987903225806452
"parking",0.762081784386617,0.617857142857143,0.688524590163934,0.357798165137615,0.542131979695431,0.566037735849057,0.549931600547196,0.48021582733813,0.530723488602577,0.274535809018568,0.461038961038961,0.19,0.389183457051962,0.309309309309309,0.372458604066233,0.217831813576494,0.345953456061132,0
"community",0.237918215613383,0.260714285714286,0.249544626593807,0.272935779816514,0.25989847715736,0.30398322851153,0.274281805745554,0.368705035971223,0.300297324083251,0.320954907161804,0.305916305916306,0.254,0.292152704135737,0.376376376376376,0.309788304338713,0.238095238095238,0.297499131642932,0.155241935483871
"businesses",0.252788104089219,0.307142857142857,0.280510018214936,0.227064220183486,0.256852791878173,0.268343815513627,0.260601915184679,0.219424460431655,0.249256689791873,0.217506631299735,0.240620490620491,0.202,0.230381760339343,0.254254254254254,0.235380423391323,0.349544072948328,0.254949635290031,0.336693548387097
"world",0.144981412639405,0.2,0.17304189435337,0.238532110091743,0.202030456852792,0.19706498951782,0.200410396716826,0.212230215827338,0.203666997026759,0.23474801061008,0.212121212121212,0.264,0.225874867444327,0.334334334334334,0.248585202263676,0.341438703140831,0.264501563042723,0.279233870967742
"government",0.338289962825279,0.246428571428571,0.29143897996357,0.286697247706422,0.289340101522843,0.364779874213836,0.313953488372093,0.260791366906475,0.299306243805748,0.26525198938992,0.29004329004329,0.127,0.246818663838812,0.208208208208208,0.238734018025571,0.258358662613982,0.242097950677319,0.383064516129032
"industry",0.37546468401487,0.225,0.298724954462659,0.18348623853211,0.247715736040609,0.176100628930818,0.224350205198358,0.183453237410072,0.213082259663033,0.229442970822281,0.217532467532468,0.163,0.203075291622481,0.408408408408408,0.24607000628799,0.242147922998987,0.245397707537339,0.351814516129032
"vehicle",0.379182156133829,0.235714285714286,0.306010928961749,0.26605504587156,0.288324873096447,0.314465408805031,0.296853625170999,0.43705035971223,0.335480673934589,0.36737400530504,0.344155844155844,0.3,0.332449628844115,0.267267267267267,0.318801089918256,0.121580547112462,0.284994789857589,0.100806451612903
"travel",0.319702602230483,0.364285714285714,0.342440801457195,0.353211009174312,0.347208121827411,0.383647798742138,0.359097127222982,0.266187050359712,0.333498513379584,0.19893899204244,0.296897546897547,0.147,0.257158006362672,0.334334334334334,0.27331796269126,0.166160081053698,0.254949635290031,0.253024193548387
"cost",0.408921933085502,0.35,0.378870673952641,0.360091743119266,0.370558375634518,0.268343815513627,0.337209302325581,0.296762589928058,0.326065411298315,0.306366047745358,0.320707070707071,0.216,0.292948038176034,0.239239239239239,0.281701949276881,0.195542046605876,0.266932962834317,0.170362903225806
"home",0.315985130111524,0.210714285714286,0.262295081967213,0.236238532110092,0.250761421319797,0.186582809224319,0.229822161422709,0.161870503597122,0.211100099108028,0.244031830238727,0.22005772005772,0.199,0.214475079533404,0.287287287287287,0.229721232446028,0.312056737588652,0.243834664814172,0.301411290322581
"social",0.0371747211895911,0.192857142857143,0.116575591985428,0.110091743119266,0.113705583756345,0.132075471698113,0.119699042407661,0.25,0.155599603567889,0.290450928381963,0.192279942279942,0.3,0.220837751855779,0.358358358358358,0.249633200586879,0.270516717325228,0.253212921153178,0.245967741935484
"economy",0.0929368029739777,0.1,0.0965391621129326,0.192660550458716,0.139086294416244,0.236897274633124,0.170998632010944,0.165467625899281,0.169474727452924,0.254641909814324,0.192640692640693,0.135,0.177359490986214,0.209209209209209,0.184028505554391,0.273556231003039,0.199374782910733,0.539314516129032
"consumers",0.215613382899628,0.207142857142857,0.211293260473588,0.149082568807339,0.183756345177665,0.180293501048218,0.182626538987688,0.258992805755396,0.203666997026759,0.181697612732096,0.197691197691198,0.205,0.199628844114528,0.161161161161161,0.19157409348145,0.231003039513678,0.198332754428621,0.479838709677419
"costs",0.342007434944238,0.278571428571429,0.309653916211293,0.38302752293578,0.342131979695431,0.314465408805031,0.333105335157319,0.309352517985612,0.326560951437066,0.314323607427056,0.323232323232323,0.156,0.278897136797455,0.19019019019019,0.260322783483546,0.19047619047619,0.24835012156999,0.172379032258065
"global",0.163568773234201,0.153571428571429,0.158469945355191,0.192660550458716,0.173604060913706,0.335429769392034,0.22640218878249,0.300359712230216,0.246778989098117,0.210875331564987,0.237012987012987,0.247,0.23966065747614,0.319319319319319,0.256340389855376,0.148936170212766,0.237929836748871,0.225806451612903
"rent",0,0.167857142857143,0.0856102003642987,0.126146788990826,0.103553299492386,0.115303983228512,0.107387140902873,0.129496402877698,0.113478691774034,0.29973474801061,0.164141414141414,0.203,0.174443266171792,0.274274274274274,0.19534688744498,0.396149949341439,0.229767280305662,0.241935483870968
"economic",0.182156133828996,0.196428571428571,0.189435336976321,0.208715596330275,0.197969543147208,0.310272536687631,0.234610123119015,0.258992805755396,0.241328047571853,0.274535809018568,0.25036075036075,0.187,0.23356309650053,0.227227227227227,0.232236428421715,0.151975683890578,0.218478638416117,0.276209677419355
"insurance",0.345724907063197,0.210714285714286,0.276867030965392,0.0986238532110092,0.197969543147208,0.157232704402516,0.184678522571819,0.192446043165468,0.186818632309217,0.250663129973475,0.204184704184704,0.134,0.185577942735949,0.176176176176176,0.18360930622511,0.273556231003039,0.199027440083362,0.371975806451613
"provide",0.260223048327138,0.192857142857143,0.225865209471767,0.162844036697248,0.197969543147208,0.241090146750524,0.21203830369357,0.275179856115108,0.229435084241824,0.238726790450928,0.231962481962482,0.146,0.209172852598091,0.212212212212212,0.209809264305177,0.193515704154002,0.207016325112886,0.278225806451613
"network",0.189591078066914,0.217857142857143,0.204007285974499,0.162844036697248,0.185786802030457,0.19496855345912,0.188782489740082,0.188848920863309,0.188800792864222,0.295755968169761,0.217893217893218,0.234,0.222163308589608,0.285285285285285,0.235380423391323,0.175278622087133,0.225078152136158,0.14616935483871
"transport",0.49814126394052,0.528571428571429,0.513661202185792,0.424311926605505,0.474111675126904,0.262054507337526,0.404924760601915,0.275179856115108,0.369177403369673,0.181697612732096,0.318181818181818,0.124,0.266702014846235,0.179179179179179,0.248375602599036,0.160081053698075,0.233240708579368,0.094758064516129
"customers",0.163568773234201,0.132142857142857,0.147540983606557,0.243119266055046,0.189847715736041,0.159329140461216,0.179890560875513,0.20863309352518,0.18780971258672,0.210875331564987,0.194083694083694,0.184,0.191410392364793,0.225225225225225,0.198490882414588,0.240121580547112,0.205626953803404,0.194556451612903
"students",0.152416356877323,0.35,0.253187613843352,0.33256880733945,0.288324873096447,0.459119496855346,0.344049247606019,0.411870503597122,0.362735381565907,0.214854111405836,0.322510822510823,0.132,0.272004241781548,0.159159159159159,0.248375602599036,0.123606889564336,0.226988537686697,0
